,0
9035,25.0
9036,3.5
9037,26.0
9038,13.5
9039,23.5
9040,23.25
9041,10.0
9042,22.75
9043,15.5
9044,46.0
9045,9.5
9046,42.75
9047,17.75
9048,66.75
9049,34.5
9050,22.5
9051,20.5
9052,5.0
9053,7.0
9054,7.75
9055,19.75
9056,0.0
9057,7.5
9058,15.5
9059,9.25
9060,13.75
9061,13.25
9062,23.5
9063,21.25
9064,36.5
9065,3.25
9066,19.0
9067,48.5
9068,2.0
9069,17.25
9070,0.0
9071,21.25
9072,11.25
9073,1.25
9074,27.0
9075,20.75
9076,30.25
9077,34.5
9078,33.0
9079,0.0
9080,0.0
9081,3.0
9082,33.5
9083,33.75
9084,36.0
9085,50.25
9086,0.0
9087,30.25
9088,4.75
9089,11.5
9090,3.5
9091,20.75
9092,61.5
9093,13.75
9094,16.0
9095,0.0
9096,28.5
9097,14.25
9098,26.0
9099,35.0
9100,25.75
9101,44.25
9102,18.5
9103,38.5
9104,32.0
9105,19.5
9106,26.25
9107,27.5
9108,21.25
9109,21.5
9110,10.25
9111,18.25
9112,14.5
9113,28.0
9114,22.75
9115,39.75
9116,6.0
9117,62.75
9118,36.0
9119,12.75
9120,36.0
9121,20.75
9122,7.0
9123,19.5
9124,20.25
9125,26.75
9126,40.5
9127,4.0
9128,15.25
9129,14.5
9130,25.0
9131,11.5
9132,33.0
9133,-0.5
9134,40.5
9135,6.0
9136,1.5
9137,2.0
9138,26.0
9139,31.75
9140,3.5
9141,35.5
9142,8.5
9143,37.5
9144,33.25
9145,11.75
9146,14.5
9147,26.0
9148,22.25
9149,33.0
9150,31.75
9151,38.25
9152,9.0
9153,18.5
9154,15.5
9155,39.25
9156,25.5
9157,17.25
9158,3.5
9159,33.75
9160,5.0
9161,11.75
9162,37.25
9163,1.5
9164,22.25
9165,51.75
9166,28.0
9167,5.0
9168,13.5
9169,3.75
9170,42.75
9171,6.25
9172,61.5
9173,13.75
9174,11.5
9175,19.75
9176,32.25
9177,22.5
9178,51.0
9179,54.5
9180,22.75
9181,11.75
9182,7.0
9183,1.5
9184,0.0
9185,41.5
9186,50.5
9187,14.25
9188,34.25
9189,34.75
9190,5.0
9191,20.0
9192,28.0
9193,13.0
9194,49.25
9195,24.25
9196,-0.5
9197,16.0
9198,34.5
9199,69.5
9200,45.75
9201,15.25
9202,22.5
9203,10.5
9204,47.5
9205,40.5
9206,21.25
9207,23.75
9208,23.25
9209,22.5
9210,50.5
9211,6.0
9212,4.0
9213,21.25
9214,9.25
9215,67.0
9216,2.75
9217,20.25
9218,8.75
9219,15.25
9220,1.5
9221,58.75
9222,1.75
9223,39.25
9224,19.25
9225,9.0
9226,45.5
9227,23.25
9228,25.0
9229,35.75
9230,8.5
9231,4.0
9232,15.25
9233,1.5
9234,6.0
9235,20.0
9236,12.0
9237,31.0
9238,34.5
9239,20.25
9240,48.0
9241,20.5
9242,17.0
9243,0.0
9244,28.5
9245,5.5
9246,12.0
9247,26.5
9248,13.0
9249,49.5
9250,10.5
9251,16.25
9252,28.75
9253,2.75
9254,54.0
9255,42.5
9256,20.25
9257,19.25
9258,43.5
9259,17.25
9260,16.0
9261,21.5
9262,20.75
9263,24.0
9264,32.25
9265,17.25
9266,38.0
9267,27.75
9268,37.75
9269,25.25
9270,30.0
9271,0.0
9272,43.75
9273,22.5
9274,9.25
9275,35.5
9276,15.75
9277,44.5
9278,42.5
9279,16.25
9280,23.5
9281,30.0
9282,28.5
9283,24.25
9284,1.25
9285,41.25
9286,24.75
9287,17.75
9288,14.5
9289,7.0
9290,24.5
9291,13.25
9292,13.75
9293,3.5
9294,3.5
9295,20.25
9296,31.25
9297,13.0
9298,43.75
9299,9.0
9300,17.5
9301,34.25
9302,7.75
9303,40.25
9304,19.0
9305,66.0
9306,24.0
9307,4.25
9308,10.0
9309,39.5
9310,30.5
9311,52.0
9312,26.25
9313,24.25
9314,16.75
9315,15.75
9316,22.25
9317,32.25
9318,10.5
9319,69.5
9320,20.5
9321,14.75
9322,49.25
9323,30.25
9324,29.5
9325,19.5
9326,19.75
9327,0.0
9328,28.25
9329,21.75
9330,7.5
9331,12.25
9332,7.0
9333,22.0
9334,19.5
9335,38.5
9336,11.75
9337,18.75
9338,16.5
9339,23.0
9340,27.25
9341,18.5
9342,30.75
9343,2.0
9344,23.75
9345,14.75
9346,36.75
9347,28.5
9348,5.5
9349,29.25
9350,27.5
9351,28.25
9352,0.0
9353,2.5
9354,2.5
9355,31.25
9356,33.25
9357,27.0
9358,30.5
9359,13.5
9360,22.0
9361,14.25
9362,16.75
9363,59.25
9364,31.5
9365,32.0
9366,22.5
9367,34.0
9368,31.75
9369,21.75
9370,17.0
9371,38.25
9372,33.0
9373,7.75
9374,1.5
9375,31.75
9376,30.75
9377,19.75
9378,55.75
9379,14.5
9380,16.25
9381,19.75
9382,8.0
9383,16.25
9384,57.0
9385,58.5
9386,18.25
9387,10.25
9388,27.0
9389,36.0
9390,33.0
9391,23.75
9392,32.25
9393,47.5
9394,29.25
9395,13.75
9396,15.75
9397,74.5
9398,20.25
9399,46.5
9400,18.5
9401,21.0
9402,54.5
9403,57.75
9404,37.0
9405,14.5
9406,20.0
9407,28.25
9408,26.0
9409,19.75
9410,37.75
9411,17.25
9412,49.5
9413,10.5
9414,39.0
9415,12.5
9416,15.0
9417,33.5
9418,22.5
9419,27.75
9420,24.0
9421,17.75
9422,12.0
9423,46.0
9424,31.25
9425,14.5
9426,32.0
9427,2.75
9428,49.75
9429,17.75
9430,21.75
9431,0.0
9432,21.75
9433,5.75
9434,14.0
9435,29.5
9436,23.0
9437,28.0
9438,13.25
9439,18.75
9440,18.5
9441,1.25
9442,3.5
9443,11.75
9444,12.0
9445,61.5
9446,39.25
9447,30.0
9448,19.75
9449,20.25
9450,6.25
9451,0.0
9452,71.0
9453,4.75
9454,15.5
9455,5.25
9456,19.0
9457,3.5
9458,1.25
9459,61.25
9460,14.25
9461,23.75
9462,18.5
9463,29.5
9464,21.75
9465,29.75
9466,5.25
9467,4.0
9468,41.5
9469,33.75
9470,16.0
9471,7.5
9472,21.0
9473,8.25
9474,6.75
9475,20.75
9476,46.75
9477,3.75
9478,13.5
9479,0.75
9480,29.75
9481,45.25
9482,26.0
9483,41.0
9484,49.25
9485,33.5
9486,37.0
9487,35.5
9488,15.75
9489,11.5
9490,57.0
9491,8.75
9492,20.25
9493,34.0
9494,8.5
9495,61.75
9496,11.5
9497,53.5
9498,21.25
9499,67.0
9500,30.25
9501,3.25
9502,2.75
9503,56.0
9504,26.0
9505,29.0
9506,37.0
9507,26.5
9508,10.5
9509,26.75
9510,48.25
9511,23.75
9512,10.25
9513,37.5
9514,10.5
9515,33.75
9516,17.0
9517,26.0
9518,1.25
9519,35.0
9520,12.5
9521,42.5
9522,9.25
9523,14.0
9524,12.0
9525,30.5
9526,1.5
9527,4.25
9528,8.0
9529,8.0
9530,52.5
9531,31.0
9532,11.0
9533,25.5
9534,5.0
9535,0.0
9536,25.0
9537,5.25
9538,20.5
9539,28.0
9540,8.0
9541,77.5
9542,10.75
9543,34.25
9544,1.25
9545,7.75
9546,16.75
9547,35.5
9548,17.0
9549,29.25
9550,38.0
9551,4.25
9552,26.25
9553,5.5
9554,50.25
9555,25.75
9556,2.75
9557,23.5
9558,19.5
9559,16.25
9560,29.0
9561,40.5
9562,46.5
9563,32.5
9564,44.0
9565,47.25
9566,3.0
9567,33.75
9568,0.0
9569,3.0
9570,19.0
9571,47.0
9572,38.25
9573,16.75
9574,8.0
9575,17.5
9576,48.25
9577,23.75
9578,10.25
9579,28.5
9580,38.5
9581,17.25
9582,13.75
9583,12.25
9584,22.25
9585,23.0
9586,16.75
9587,5.25
9588,18.5
9589,59.25
9590,33.5
9591,9.75
9592,13.5
9593,6.75
9594,13.0
9595,26.75
9596,12.25
9597,0.0
9598,18.0
9599,29.0
9600,3.0
9601,8.25
9602,42.0
9603,40.0
9604,8.25
9605,38.5
9606,29.25
9607,17.25
9608,31.0
9609,31.5
9610,38.25
9611,4.5
9612,10.5
9613,25.0
9614,18.75
9615,42.0
9616,20.25
9617,23.5
9618,9.75
9619,22.5
9620,23.0
9621,34.5
9622,32.5
9623,9.0
9624,25.5
9625,3.25
9626,17.75
9627,9.5
9628,11.0
9629,18.25
9630,3.25
9631,25.25
9632,41.25
9633,2.75
9634,41.75
9635,10.5
9636,30.5
9637,41.5
9638,13.75
9639,15.75
9640,10.0
9641,45.0
9642,5.25
9643,7.5
9644,44.25
9645,33.5
9646,19.25
9647,39.5
9648,14.5
9649,35.75
9650,20.25
9651,37.0
9652,34.75
9653,6.0
9654,38.25
9655,24.25
9656,27.0
9657,6.5
9658,16.5
9659,33.25
9660,9.25
9661,3.5
9662,28.5
9663,7.25
9664,18.5
9665,16.25
9666,26.5
9667,22.75
9668,22.75
9669,29.75
9670,7.0
9671,2.5
9672,42.25
9673,9.0
9674,5.75
9675,37.25
9676,5.25
9677,45.75
9678,29.0
9679,25.0
9680,36.5
9681,19.75
9682,39.75
9683,13.5
9684,48.0
9685,17.75
9686,0.0
9687,58.0
9688,31.0
9689,5.75
9690,25.5
9691,2.0
9692,16.5
9693,17.5
9694,33.25
9695,15.25
9696,31.0
9697,10.5
9698,15.75
9699,36.75
9700,11.25
9701,31.75
9702,0.0
9703,35.0
9704,21.75
9705,27.5
9706,14.5
9707,34.5
9708,18.25
9709,28.0
9710,-0.5
9711,15.5
9712,34.5
9713,23.75
9714,6.0
9715,15.75
9716,11.75
9717,11.25
9718,18.5
9719,8.5
9720,45.5
9721,16.0
9722,7.5
9723,1.25
9724,-0.5
9725,29.75
9726,38.25
9727,39.0
9728,15.75
9729,36.5
9730,41.75
9731,30.75
9732,19.75
9733,3.5
9734,30.75
9735,18.0
9736,28.0
9737,32.25
9738,24.5
9739,0.0
9740,29.0
9741,60.25
9742,8.25
9743,0.0
9744,21.5
9745,17.0
9746,18.75
9747,2.0
9748,26.5
9749,3.25
9750,9.0
9751,14.75
9752,50.75
9753,1.25
9754,67.75
9755,35.25
9756,34.75
9757,11.5
9758,31.5
9759,11.5
9760,5.25
9761,42.0
9762,25.0
9763,17.5
9764,18.0
9765,12.75
9766,29.0
9767,21.75
9768,27.5
9769,16.0
9770,37.75
9771,46.75
9772,17.75
9773,13.5
9774,44.75
9775,11.25
9776,1.0
9777,4.0
9778,19.0
9779,28.75
9780,11.5
9781,4.75
9782,30.0
9783,4.0
9784,11.0
9785,31.5
9786,5.25
9787,14.75
9788,21.25
9789,17.5
9790,0.0
9791,34.25
9792,4.75
9793,17.25
9794,10.25
9795,44.0
9796,48.75
9797,17.75
9798,7.25
9799,27.0
9800,15.0
9801,12.75
9802,14.0
9803,30.75
9804,42.25
9805,9.25
9806,21.75
9807,16.75
9808,12.25
9809,21.25
9810,29.75
9811,13.5
9812,38.5
9813,36.25
9814,5.0
9815,30.25
9816,31.25
9817,30.25
9818,15.0
9819,21.75
9820,9.5
9821,23.25
9822,6.5
9823,11.25
9824,2.0
9825,41.75
9826,9.75
9827,20.75
9828,23.25
9829,14.5
9830,10.25
9831,27.5
9832,17.5
9833,37.5
9834,28.75
9835,20.25
9836,18.75
9837,4.75
9838,16.5
9839,25.25
9840,42.0
9841,39.25
9842,12.25
9843,13.0
9844,38.75
9845,23.0
9846,24.5
9847,35.0
9848,21.25
9849,35.5
9850,15.5
9851,10.0
9852,3.5
9853,31.5
9854,18.0
9855,10.0
9856,39.25
9857,34.75
9858,28.75
9859,20.75
9860,42.25
9861,12.75
9862,14.5
9863,56.0
9864,25.5
9865,1.0
9866,15.0
9867,5.5
9868,26.25
9869,26.5
9870,31.75
9871,1.5
9872,2.5
9873,32.0
9874,18.25
9875,13.75
9876,0.0
9877,48.5
9878,9.0
9879,0.0
9880,60.5
9881,26.5
9882,5.25
9883,24.25
9884,19.0
9885,15.75
9886,9.25
9887,20.0
9888,64.0
9889,6.25
9890,8.75
9891,27.0
9892,38.25
9893,10.5
9894,44.0
9895,37.75
9896,45.75
9897,25.5
9898,21.5
9899,9.5
9900,16.5
9901,24.75
9902,9.5
9903,19.0
9904,20.0
9905,19.75
9906,7.5
9907,5.0
9908,26.0
9909,70.0
9910,10.0
9911,15.25
9912,28.75
9913,23.5
9914,22.75
9915,67.0
9916,32.75
9917,20.25
9918,23.75
9919,12.5
9920,66.5
9921,46.25
9922,12.25
9923,14.25
9924,14.0
9925,35.5
9926,1.5
9927,29.75
9928,13.0
9929,27.75
9930,37.5
9931,1.25
9932,3.25
9933,33.75
9934,7.5
9935,19.25
9936,31.75
9937,14.25
9938,29.0
9939,14.25
9940,30.75
9941,15.25
9942,1.25
9943,9.25
9944,10.25
9945,15.25
9946,23.0
9947,21.75
9948,11.0
9949,38.5
9950,36.0
9951,7.75
9952,5.75
9953,51.25
9954,6.0
9955,0.0
9956,-0.5
9957,23.5
9958,17.75
9959,25.0
9960,3.25
9961,31.5
9962,24.5
9963,3.25
9964,17.25
9965,0.0
9966,40.25
9967,48.75
9968,14.25
9969,16.75
9970,36.0
9971,19.5
9972,44.0
9973,40.25
9974,15.0
9975,14.25
9976,19.75
9977,37.0
9978,8.5
9979,8.25
9980,18.5
9981,13.5
9982,16.0
9983,23.0
9984,2.0
9985,18.25
9986,15.75
9987,29.75
9988,17.75
9989,17.5
9990,21.0
9991,14.25
9992,14.5
9993,22.0
9994,30.75
9995,17.75
9996,14.5
9997,12.0
9998,4.25
9999,18.25
10000,16.75
10001,22.0
10002,22.75
10003,20.5
10004,26.0
10005,26.75
10006,19.75
10007,15.25
10008,15.5
10009,10.0
10010,24.0
10011,7.0
10012,21.5
10013,14.25
10014,29.25
10015,14.25
10016,39.75
10017,7.5
10018,9.75
10019,13.75
10020,50.5
10021,21.5
10022,34.5
10023,30.0
10024,46.75
10025,40.25
10026,23.25
10027,31.25
10028,36.75
10029,8.0
10030,-0.5
10031,11.25
10032,22.5
10033,17.25
10034,50.25
10035,30.0
10036,35.0
10037,0.75
10038,24.75
10039,8.25
10040,32.5
10041,35.25
10042,7.0
10043,23.25
10044,22.0
10045,14.75
10046,2.25
10047,37.25
10048,35.75
10049,43.25
10050,11.75
10051,30.0
10052,10.25
10053,17.0
10054,52.25
10055,17.5
10056,7.5
10057,22.75
10058,16.5
10059,53.75
10060,32.5
10061,34.25
10062,22.5
10063,27.0
10064,0.75
10065,15.75
10066,18.75
10067,9.5
10068,2.75
10069,21.0
10070,15.0
10071,33.25
10072,9.5
10073,43.5
10074,18.25
10075,7.0
10076,1.0
10077,43.75
10078,14.5
10079,14.75
10080,15.5
10081,10.0
10082,5.5
10083,48.5
10084,22.0
10085,9.0
10086,26.75
10087,19.75
10088,18.75
10089,37.75
10090,52.75
10091,11.75
10092,34.75
10093,15.75
10094,29.25
10095,5.5
10096,25.5
10097,8.75
10098,35.75
10099,21.25
10100,30.5
10101,0.0
10102,62.5
10103,5.5
10104,31.25
10105,11.75
10106,13.0
10107,13.0
10108,9.5
10109,13.0
10110,3.5
10111,37.0
10112,39.75
10113,10.0
10114,49.0
10115,62.25
10116,1.25
10117,0.0
10118,17.5
10119,3.0
10120,11.25
10121,26.0
10122,42.75
10123,19.25
10124,33.0
10125,21.0
10126,20.75
10127,1.25
10128,44.75
10129,1.25
10130,31.5
10131,12.75
10132,22.25
10133,21.5
10134,27.75
10135,11.25
10136,33.25
10137,41.0
10138,9.25
10139,43.0
10140,16.75
10141,49.75
10142,14.0
10143,19.0
10144,38.25
10145,0.0
10146,72.0
10147,11.5
10148,2.75
10149,3.5
10150,30.25
10151,34.75
10152,9.75
10153,37.5
10154,35.0
10155,27.0
10156,13.25
10157,21.25
10158,20.0
10159,24.0
10160,19.5
10161,0.0
10162,22.5
10163,32.5
10164,36.75
10165,52.75
10166,43.25
10167,23.5
10168,30.5
10169,26.0
10170,2.0
10171,31.25
10172,17.0
10173,37.25
10174,41.75
10175,23.5
10176,0.0
10177,6.25
10178,18.5
10179,13.0
10180,9.25
10181,0.0
10182,58.5
10183,24.5
10184,17.5
10185,34.75
10186,31.0
10187,23.25
10188,16.0
10189,36.25
10190,0.0
10191,21.75
10192,52.75
10193,8.0
10194,20.25
10195,34.75
10196,55.0
10197,12.25
10198,11.25
10199,9.0
10200,13.0
10201,17.75
10202,26.0
10203,27.5
10204,3.5
10205,0.0
10206,34.5
10207,29.5
10208,13.25
10209,43.5
10210,9.0
10211,21.25
10212,12.5
10213,36.0
10214,23.5
10215,3.25
10216,40.0
10217,45.75
10218,5.5
10219,11.25
10220,14.0
10221,16.0
10222,12.25
10223,12.0
10224,9.75
10225,38.75
10226,23.0
10227,45.25
10228,23.5
10229,25.0
10230,66.0
10231,38.25
10232,24.0
10233,6.0
10234,21.5
10235,1.5
10236,43.25
10237,10.5
10238,32.5
10239,18.75
10240,9.75
10241,15.25
10242,15.75
10243,18.75
10244,17.25
10245,58.25
10246,15.25
10247,3.75
10248,8.75
10249,1.25
10250,12.75
10251,35.5
10252,14.0
10253,25.75
10254,38.75
10255,40.25
10256,23.0
10257,10.25
10258,21.75
10259,4.0
10260,3.75
10261,37.5
10262,29.5
10263,25.5
10264,7.0
10265,1.25
10266,11.75
10267,11.0
10268,25.5
10269,44.0
10270,22.25
10271,11.0
10272,4.0
10273,0.0
10274,24.5
10275,44.0
10276,19.25
10277,18.75
10278,4.75
10279,3.5
10280,11.75
10281,24.5
10282,14.0
10283,42.5
10284,21.25
10285,8.75
10286,27.25
10287,16.25
10288,28.0
10289,41.0
10290,37.0
10291,22.25
10292,21.25
10293,19.5
10294,9.25
10295,9.75
10296,14.0
10297,9.25
10298,27.75
10299,9.0
10300,49.5
10301,37.5
10302,27.5
10303,18.5
10304,26.0
10305,34.25
10306,2.75
10307,40.5
10308,62.5
10309,38.75
10310,22.5
10311,17.5
10312,5.5
10313,22.75
10314,12.0
10315,2.75
10316,48.0
10317,14.75
10318,15.5
10319,2.5
10320,15.75
10321,8.75
10322,22.5
10323,17.75
10324,15.25
10325,21.5
10326,12.5
10327,14.75
10328,3.5
10329,6.0
10330,30.25
10331,3.5
10332,12.25
10333,11.0
10334,51.25
10335,34.75
10336,42.0
10337,14.5
10338,60.75
10339,34.5
10340,18.25
10341,15.5
10342,28.0
10343,25.25
10344,2.75
10345,20.0
10346,3.0
10347,12.5
10348,14.25
10349,4.5
10350,18.25
10351,17.0
10352,38.5
10353,38.5
10354,20.25
10355,4.5
10356,16.75
10357,17.25
10358,5.0
10359,13.5
10360,24.25
10361,50.5
10362,1.25
10363,0.0
10364,15.25
10365,13.75
10366,25.0
10367,34.75
10368,30.5
10369,25.0
10370,34.75
10371,15.5
10372,20.75
10373,15.5
10374,38.5
10375,37.0
10376,21.0
10377,6.75
10378,23.25
10379,31.75
10380,11.25
10381,23.25
10382,33.0
10383,11.75
10384,60.5
10385,64.75
10386,32.5
10387,16.0
10388,0.0
10389,24.5
10390,6.0
10391,36.0
10392,24.0
10393,2.75
10394,31.0
10395,16.25
10396,29.25
10397,27.5
10398,26.0
10399,22.0
10400,14.5
10401,12.5
10402,16.0
10403,6.25
10404,17.5
10405,25.0
10406,5.75
10407,28.5
10408,0.0
10409,18.75
10410,24.5
10411,11.0
10412,26.75
10413,23.5
10414,17.75
10415,29.25
10416,33.75
10417,12.75
10418,0.0
10419,40.0
10420,23.0
10421,27.75
10422,23.25
10423,37.25
10424,38.25
10425,32.75
10426,9.0
10427,7.5
10428,21.0
10429,22.25
10430,34.0
10431,3.5
10432,43.0
10433,19.5
10434,21.75
10435,27.5
10436,4.75
10437,2.25
10438,11.5
10439,42.5
10440,38.0
10441,23.5
10442,23.75
10443,19.0
10444,9.75
10445,13.25
10446,20.75
10447,10.25
10448,24.25
10449,17.25
10450,9.75
10451,16.5
10452,31.0
10453,9.5
10454,-0.5
10455,30.75
10456,5.5
10457,23.25
10458,18.5
10459,14.5
10460,33.5
10461,25.75
10462,4.5
10463,11.75
10464,30.75
10465,18.5
10466,8.25
10467,17.0
10468,39.0
10469,7.25
10470,33.25
10471,0.0
10472,8.75
10473,-0.5
10474,48.0
10475,6.75
10476,4.75
10477,18.25
10478,8.0
10479,23.0
10480,39.75
10481,35.0
10482,46.0
10483,27.75
10484,42.5
10485,19.0
10486,28.5
10487,42.0
10488,58.25
10489,7.25
10490,68.25
10491,18.75
10492,6.5
10493,19.5
10494,35.5
10495,29.5
10496,0.0
10497,24.5
10498,33.75
10499,10.5
10500,13.0
10501,47.25
10502,33.0
10503,22.0
10504,3.25
10505,79.25
10506,41.0
10507,23.5
10508,44.25
10509,27.75
10510,29.0
10511,27.5
10512,43.5
10513,28.5
10514,4.75
10515,18.75
10516,4.5
10517,17.75
10518,15.0
10519,26.75
10520,49.5
10521,9.25
10522,26.0
10523,4.25
10524,25.5
10525,22.25
10526,27.0
10527,1.25
10528,15.5
10529,40.0
10530,21.0
10531,14.75
10532,24.5
10533,26.25
10534,14.25
10535,61.75
10536,16.5
10537,16.5
10538,17.0
10539,13.75
10540,32.5
10541,15.0
10542,9.5
10543,12.5
10544,28.0
10545,43.0
10546,4.0
10547,19.25
10548,21.25
10549,21.25
10550,7.5
10551,21.25
10552,66.0
10553,12.75
10554,28.25
10555,6.0
10556,9.75
10557,1.5
10558,31.75
10559,20.25
10560,17.75
10561,3.25
10562,7.0
10563,10.25
10564,11.25
10565,12.75
10566,7.0
10567,28.5
10568,38.75
10569,30.25
10570,11.0
10571,20.5
10572,8.5
10573,2.25
10574,53.5
10575,7.25
10576,7.75
10577,24.75
10578,28.0
10579,31.25
10580,21.0
10581,1.25
10582,4.25
10583,31.0
10584,8.0
10585,18.25
10586,18.5
10587,20.25
10588,23.25
10589,36.75
10590,10.25
10591,15.75
10592,19.0
10593,6.5
10594,19.25
10595,37.25
10596,21.5
10597,42.5
10598,25.75
10599,33.25
10600,14.25
10601,15.0
10602,0.0
10603,27.5
10604,39.5
10605,31.25
10606,24.75
10607,7.0
10608,26.75
10609,38.75
10610,28.25
10611,10.5
10612,8.5
10613,17.25
10614,23.25
10615,2.0
10616,21.75
10617,24.75
10618,19.25
10619,18.0
10620,2.0
10621,9.75
10622,48.5
10623,35.75
10624,21.75
10625,14.75
10626,0.0
10627,21.5
10628,41.5
10629,16.0
10630,30.75
10631,8.25
10632,9.25
10633,2.5
10634,35.5
10635,24.25
10636,14.25
10637,13.5
10638,47.25
10639,30.25
10640,2.25
10641,20.0
10642,4.25
10643,12.0
10644,-0.5
10645,48.75
10646,20.75
10647,48.5
10648,16.5
10649,29.75
10650,5.5
10651,34.5
10652,23.0
10653,3.5
10654,35.75
10655,36.25
10656,41.5
10657,7.75
10658,17.25
10659,24.75
10660,8.5
10661,5.0
10662,1.5
10663,8.5
10664,29.25
10665,40.5
10666,35.0
10667,14.75
10668,12.25
10669,49.0
10670,21.0
10671,20.25
10672,11.5
10673,7.5
10674,20.25
10675,13.75
10676,14.75
10677,9.25
10678,17.25
10679,32.75
10680,3.5
10681,27.5
10682,25.25
10683,19.0
10684,7.0
10685,14.25
10686,22.0
10687,37.75
10688,10.5
10689,7.5
10690,78.75
10691,1.0
10692,5.25
10693,7.5
10694,27.25
10695,10.25
10696,7.75
10697,9.25
10698,16.25
10699,18.75
10700,31.75
10701,22.0
10702,19.25
10703,22.25
10704,9.25
10705,0.0
10706,24.0
10707,15.0
10708,5.75
10709,2.5
10710,23.0
10711,30.75
10712,13.0
10713,18.0
10714,16.5
10715,16.0
10716,37.0
10717,10.5
10718,31.25
10719,19.75
10720,44.25
10721,17.0
10722,30.0
10723,23.25
10724,8.0
10725,21.25
10726,30.25
10727,35.75
10728,39.25
10729,13.75
10730,9.25
10731,13.25
10732,25.75
10733,19.0
10734,26.5
10735,17.5
10736,39.75
10737,32.25
10738,3.0
10739,28.0
10740,23.0
10741,40.0
10742,10.0
10743,60.75
10744,17.75
10745,19.75
10746,36.75
10747,22.0
10748,12.5
10749,35.25
10750,1.5
10751,7.25
10752,21.75
10753,1.5
10754,14.25
10755,3.5
10756,12.0
10757,35.25
10758,4.0
10759,47.0
10760,50.25
10761,29.0
10762,15.25
10763,16.5
10764,14.75
10765,14.0
10766,10.5
10767,19.5
10768,15.0
10769,5.0
10770,12.25
10771,14.75
10772,20.5
10773,27.0
10774,3.5
10775,16.0
10776,6.25
10777,28.25
10778,24.0
10779,31.5
10780,18.5
10781,42.0
10782,4.75
10783,22.0
10784,14.25
10785,29.25
10786,19.5
10787,34.25
10788,28.0
10789,1.25
10790,27.0
10791,16.5
10792,7.25
10793,29.75
10794,21.25
10795,9.5
10796,13.0
10797,0.0
10798,13.75
10799,15.75
10800,47.75
10801,22.25
10802,43.5
10803,31.5
10804,20.5
10805,3.25
10806,25.25
10807,11.75
10808,26.0
10809,4.25
10810,24.5
10811,25.25
10812,45.25
10813,13.0
10814,30.25
10815,20.75
10816,40.0
10817,30.75
10818,39.5
10819,39.25
10820,34.0
10821,28.25
10822,4.0
10823,11.0
10824,46.25
10825,26.25
10826,28.25
10827,3.25
10828,30.5
10829,34.25
10830,0.0
10831,0.0
10832,41.75
10833,11.0
10834,1.25
10835,51.25
10836,6.25
10837,31.5
10838,23.0
10839,12.25
10840,30.5
10841,33.0
10842,2.25
10843,11.25
10844,1.5
10845,27.5
10846,24.75
10847,3.5
10848,3.5
10849,19.25
10850,40.75
10851,26.0
10852,14.0
10853,4.5
10854,46.5
10855,41.25
10856,50.0
10857,17.0
10858,35.25
10859,11.75
10860,2.25
10861,25.75
10862,8.0
10863,56.5
10864,37.25
10865,16.75
10866,46.0
10867,20.75
10868,15.75
10869,6.0
10870,33.25
10871,25.0
10872,28.75
10873,11.5
10874,22.75
10875,6.5
10876,20.75
10877,33.75
10878,16.5
10879,21.75
10880,11.0
10881,4.75
10882,12.0
10883,44.25
10884,23.25
10885,8.0
10886,7.5
10887,10.5
10888,15.75
10889,0.75
10890,48.0
10891,16.0
10892,62.0
10893,62.0
10894,11.5
10895,43.75
10896,14.25
10897,19.75
10898,3.5
10899,9.0
10900,39.5
10901,7.25
10902,25.5
10903,24.25
10904,28.25
10905,18.5
10906,9.5
10907,1.75
10908,21.75
10909,12.5
10910,52.0
10911,16.5
10912,3.75
10913,0.0
10914,18.25
10915,21.0
10916,8.0
10917,50.5
10918,12.25
10919,45.5
10920,13.5
10921,16.5
10922,19.5
10923,20.0
10924,7.25
10925,10.5
10926,37.5
10927,30.25
10928,16.5
10929,25.5
10930,39.5
10931,20.25
10932,48.25
10933,27.5
10934,0.0
10935,3.5
10936,7.25
10937,55.0
10938,27.75
10939,14.5
10940,15.75
10941,30.75
10942,59.5
10943,21.0
10944,28.75
10945,13.75
10946,16.5
10947,19.0
10948,22.75
10949,10.5
10950,29.0
10951,50.5
10952,35.5
10953,36.0
10954,19.5
10955,26.0
10956,2.75
10957,3.5
10958,30.75
10959,58.0
10960,28.75
10961,5.75
10962,40.75
10963,22.0
10964,16.25
10965,2.75
10966,12.5
10967,3.75
10968,17.25
10969,34.5
10970,36.75
10971,18.0
10972,1.0
10973,11.5
10974,23.5
10975,13.25
10976,65.5
10977,26.5
10978,2.0
10979,18.0
10980,22.25
10981,18.5
10982,4.0
10983,42.0
10984,0.0
10985,32.5
10986,15.0
10987,20.75
10988,4.25
10989,18.5
10990,31.0
10991,25.75
10992,37.75
10993,13.0
10994,22.0
10995,28.5
10996,15.5
10997,9.0
10998,8.25
10999,19.75
11000,24.25
11001,56.5
11002,12.0
11003,13.5
11004,9.5
11005,38.75
11006,61.25
11007,50.25
11008,34.5
11009,27.0
11010,16.5
11011,0.0
11012,28.5
11013,19.25
11014,8.0
11015,3.25
11016,5.25
11017,2.75
11018,27.5
11019,15.75
11020,14.75
11021,9.75
11022,40.25
11023,44.0
11024,31.5
11025,4.75
11026,5.0
11027,20.5
11028,5.5
11029,53.0
11030,13.25
11031,37.0
11032,21.5
