,0
4602,16.25
4603,22.5
4604,1.25
4605,6.5
4606,2.0
4607,9.5
4608,39.75
4609,12.75
4610,5.0
4611,0.0
4612,0.0
4613,20.5
4614,15.5
4615,14.0
4616,43.0
4617,17.0
4618,20.25
4619,52.0
4620,25.75
4621,8.25
4622,17.5
4623,34.75
4624,14.0
4625,6.75
4626,10.75
4627,22.0
4628,27.5
4629,15.75
4630,10.5
4631,2.0
4632,36.5
4633,16.5
4634,51.75
4635,3.25
4636,8.5
4637,15.75
4638,38.5
4639,18.75
4640,17.5
4641,19.75
4642,6.75
4643,13.25
4644,3.5
4645,22.75
4646,32.75
4647,31.0
4648,20.0
4649,6.25
4650,23.5
4651,36.0
4652,11.75
4653,15.25
4654,17.25
4655,28.0
4656,28.75
4657,1.0
4658,35.5
4659,12.75
4660,26.5
4661,4.75
4662,31.5
4663,24.5
4664,23.25
4665,20.75
4666,35.25
4667,36.25
4668,13.0
4669,11.0
4670,4.5
4671,27.75
4672,2.0
4673,6.25
4674,42.25
4675,2.0
4676,17.75
4677,18.5
4678,31.75
4679,6.5
4680,26.5
4681,24.75
4682,7.0
4683,9.25
4684,46.0
4685,19.5
4686,38.0
4687,25.75
4688,36.25
4689,29.25
4690,22.0
4691,1.5
4692,8.5
4693,10.0
4694,25.75
4695,42.5
4696,22.0
4697,29.5
4698,20.25
4699,5.75
4700,28.25
4701,7.5
4702,12.0
4703,37.0
4704,17.75
4705,23.75
4706,23.0
4707,11.5
4708,7.0
4709,62.5
4710,22.75
4711,19.5
4712,5.25
4713,50.75
4714,0.0
4715,33.75
4716,4.5
4717,27.0
4718,35.25
4719,25.75
4720,25.75
4721,2.0
4722,21.25
4723,12.0
4724,40.75
4725,15.0
4726,52.0
4727,2.0
4728,5.75
4729,31.25
4730,20.0
4731,19.0
4732,33.75
4733,64.25
4734,7.75
4735,30.25
4736,11.25
4737,11.5
4738,48.25
4739,29.5
4740,0.0
4741,8.75
4742,48.25
4743,46.75
4744,53.25
4745,9.5
4746,22.75
4747,36.75
4748,19.0
4749,30.25
4750,6.0
4751,35.75
4752,8.25
4753,16.25
4754,31.0
4755,35.75
4756,30.25
4757,10.0
4758,27.0
4759,12.25
4760,9.25
4761,59.25
4762,23.5
4763,25.75
4764,29.5
4765,17.75
4766,34.5
4767,17.5
4768,35.0
4769,13.25
4770,45.5
4771,9.5
4772,42.75
4773,17.75
4774,31.75
4775,6.5
4776,31.0
4777,20.5
4778,33.25
4779,14.5
4780,16.5
4781,0.0
4782,19.5
4783,21.0
4784,34.75
4785,19.75
4786,19.0
4787,2.5
4788,20.0
4789,46.75
4790,16.25
4791,15.75
4792,19.0
4793,15.5
4794,13.25
4795,11.75
4796,29.5
4797,10.5
4798,35.75
4799,35.25
4800,16.25
4801,8.0
4802,12.0
4803,39.5
4804,28.5
4805,4.75
4806,45.75
4807,20.75
4808,50.0
4809,30.0
4810,26.75
4811,15.25
4812,48.75
4813,55.5
4814,4.0
4815,1.25
4816,2.0
4817,32.25
4818,0.0
4819,25.25
4820,49.5
4821,24.25
4822,53.25
4823,14.0
4824,37.0
4825,15.75
4826,22.0
4827,6.75
4828,26.5
4829,19.25
4830,17.0
4831,27.25
4832,0.0
4833,0.0
4834,12.0
4835,29.75
4836,0.0
4837,34.25
4838,30.25
4839,39.75
4840,15.0
4841,25.75
4842,34.75
4843,39.5
4844,34.25
4845,36.75
4846,54.25
4847,17.0
4848,14.25
4849,38.5
4850,4.75
4851,0.0
4852,19.5
4853,51.5
4854,29.5
4855,11.75
4856,1.5
4857,22.0
4858,40.0
4859,26.5
4860,7.0
4861,14.5
4862,52.25
4863,15.75
4864,14.75
4865,14.5
4866,20.0
4867,19.25
4868,16.75
4869,27.0
4870,15.75
4871,48.75
4872,22.25
4873,2.0
4874,5.5
4875,41.0
4876,15.0
4877,11.25
4878,42.25
4879,3.0
4880,10.25
4881,15.5
4882,2.0
4883,14.0
4884,41.75
4885,12.0
4886,29.5
4887,20.75
4888,8.25
4889,14.0
4890,23.75
4891,12.75
4892,33.75
4893,41.75
4894,27.75
4895,17.0
4896,40.25
4897,27.5
4898,2.25
4899,2.75
4900,8.75
4901,16.75
4902,6.25
4903,19.0
4904,3.25
4905,21.75
4906,16.5
4907,62.5
4908,32.5
4909,34.75
4910,23.5
4911,15.0
4912,16.25
4913,33.75
4914,13.25
4915,33.0
4916,7.75
4917,32.0
4918,21.25
4919,1.25
4920,12.75
4921,25.75
4922,2.0
4923,26.25
4924,15.5
4925,14.5
4926,73.25
4927,1.0
4928,0.0
4929,14.25
4930,22.0
4931,5.25
4932,6.75
4933,10.5
4934,16.25
4935,6.25
4936,33.25
4937,23.75
4938,9.75
4939,27.75
4940,32.75
4941,18.0
4942,48.25
4943,20.5
4944,5.0
4945,30.75
4946,12.25
4947,35.0
4948,49.25
4949,23.5
4950,30.0
4951,23.5
4952,11.75
4953,42.0
4954,1.75
4955,24.75
4956,25.0
4957,5.0
4958,24.0
4959,18.0
4960,10.5
4961,17.75
4962,0.0
4963,28.0
4964,9.25
4965,26.75
4966,17.25
4967,6.25
4968,6.75
4969,19.5
4970,30.25
4971,50.5
4972,19.5
4973,5.0
4974,40.75
4975,14.25
4976,17.75
4977,2.0
4978,21.0
4979,11.25
4980,41.75
4981,12.5
4982,37.0
4983,11.0
4984,30.5
4985,15.25
4986,16.5
4987,7.5
4988,0.5
4989,24.75
4990,20.5
4991,25.75
4992,2.25
4993,9.75
4994,7.75
4995,30.25
4996,32.25
4997,28.75
4998,24.25
4999,9.5
5000,34.5
5001,12.0
5002,1.5
5003,31.25
5004,31.0
5005,19.75
5006,15.75
5007,26.0
5008,19.5
5009,22.0
5010,14.5
5011,45.0
5012,33.0
5013,25.25
5014,18.0
5015,17.5
5016,12.0
5017,41.25
5018,45.0
5019,28.75
5020,16.25
5021,37.5
5022,18.25
5023,31.75
5024,40.5
5025,10.5
5026,36.0
5027,5.0
5028,3.25
5029,17.0
5030,11.75
5031,13.0
5032,23.75
5033,29.5
5034,25.0
5035,3.5
5036,31.5
5037,33.0
5038,17.0
5039,10.0
5040,18.75
5041,31.25
5042,22.5
5043,22.75
5044,36.75
5045,9.0
5046,22.5
5047,40.25
5048,5.0
5049,41.5
5050,19.0
5051,29.75
5052,11.25
5053,8.75
5054,16.25
5055,14.25
5056,16.0
5057,40.75
5058,9.0
5059,63.5
5060,0.0
5061,26.25
5062,27.25
5063,44.0
5064,13.0
5065,30.25
5066,15.0
5067,18.25
5068,2.75
5069,26.5
5070,0.0
5071,21.0
5072,16.25
5073,32.75
5074,9.0
5075,10.25
5076,7.0
5077,15.25
5078,29.0
5079,67.0
5080,30.0
5081,32.75
5082,24.25
5083,29.5
5084,36.0
5085,29.5
5086,33.5
5087,12.75
5088,56.25
5089,11.75
5090,43.25
5091,15.0
5092,24.5
5093,45.25
5094,13.5
5095,22.5
5096,9.75
5097,28.75
5098,43.5
5099,16.5
5100,22.75
5101,32.75
5102,11.5
5103,17.5
5104,47.5
5105,23.75
5106,16.0
5107,22.0
5108,13.25
5109,31.0
5110,43.0
5111,14.0
5112,14.25
5113,15.25
5114,9.0
5115,31.25
5116,2.75
5117,20.75
5118,5.0
5119,10.75
5120,7.0
5121,2.0
5122,3.75
5123,8.75
5124,29.0
5125,11.75
5126,37.5
5127,0.0
5128,28.0
5129,48.5
5130,14.5
5131,25.5
5132,46.0
5133,5.5
5134,40.5
5135,21.5
5136,7.0
5137,8.25
5138,59.25
5139,2.0
5140,24.75
5141,60.0
5142,3.25
5143,18.75
5144,17.0
5145,28.75
5146,9.75
5147,6.25
5148,0.0
5149,53.25
5150,17.25
5151,0.0
5152,10.5
5153,31.75
5154,0.0
5155,11.75
5156,33.25
5157,12.5
5158,29.75
5159,39.0
5160,13.5
5161,23.0
5162,37.0
5163,24.75
5164,17.5
5165,31.0
5166,46.0
5167,26.0
5168,10.0
5169,18.0
5170,5.5
5171,42.0
5172,21.75
5173,39.5
5174,40.75
5175,15.5
5176,30.25
5177,9.0
5178,23.5
5179,9.25
5180,31.25
5181,7.0
5182,24.0
5183,1.25
5184,9.5
5185,13.5
5186,27.25
5187,28.0
5188,17.75
5189,52.0
5190,51.75
5191,34.75
5192,29.75
5193,2.75
5194,21.0
5195,25.25
5196,24.0
5197,10.0
5198,33.0
5199,12.75
5200,61.75
5201,29.5
5202,21.75
5203,16.25
5204,28.25
5205,15.75
5206,35.75
5207,9.75
5208,12.0
5209,21.5
5210,32.5
5211,7.75
5212,9.0
5213,32.5
5214,24.0
5215,8.0
5216,16.0
5217,23.75
5218,31.0
5219,25.75
5220,6.0
5221,16.25
5222,50.75
5223,7.5
5224,27.75
5225,0.0
5226,42.5
5227,7.5
5228,41.25
5229,8.5
5230,6.0
5231,6.5
5232,18.0
5233,18.0
5234,7.0
5235,21.5
5236,13.5
5237,22.5
5238,26.25
5239,20.5
5240,15.75
5241,22.5
5242,7.25
5243,49.0
5244,46.5
5245,23.25
5246,11.5
5247,8.0
5248,20.25
5249,13.5
5250,1.25
5251,29.0
5252,1.5
5253,22.25
5254,31.0
5255,19.0
5256,14.5
5257,17.75
5258,15.75
5259,15.75
5260,85.0
5261,6.25
5262,17.75
5263,49.0
5264,41.25
5265,44.0
5266,11.5
5267,43.0
5268,11.0
5269,29.75
5270,48.75
5271,10.5
5272,45.0
5273,25.25
5274,44.5
5275,19.0
5276,27.25
5277,28.75
5278,21.25
5279,26.75
5280,17.25
5281,2.0
5282,53.5
5283,25.75
5284,68.75
5285,43.0
5286,6.75
5287,22.5
5288,17.25
5289,3.25
5290,10.0
5291,21.0
5292,14.0
5293,27.0
5294,1.5
5295,23.75
5296,36.0
5297,21.0
5298,1.0
5299,24.5
5300,7.25
5301,0.0
5302,33.25
5303,12.25
5304,16.75
5305,44.0
5306,51.25
5307,7.0
5308,16.5
5309,20.0
5310,11.0
5311,55.0
5312,21.5
5313,16.0
5314,8.5
5315,6.5
5316,34.5
5317,29.5
5318,8.0
5319,27.5
5320,9.0
5321,39.0
5322,30.0
5323,18.25
5324,27.25
5325,30.0
5326,18.25
5327,45.5
5328,10.5
5329,17.0
5330,53.0
5331,50.0
5332,22.0
5333,18.75
5334,19.75
5335,3.25
5336,11.75
5337,12.5
5338,34.25
5339,60.25
5340,18.25
5341,10.0
5342,3.75
5343,2.75
5344,42.25
5345,6.5
5346,60.5
5347,43.75
5348,13.5
5349,15.0
5350,34.75
5351,0.0
5352,25.75
5353,21.25
5354,4.25
5355,25.5
5356,56.0
5357,14.75
5358,55.25
5359,9.25
5360,18.25
5361,34.75
5362,1.0
5363,36.75
5364,51.5
5365,9.5
5366,11.0
5367,2.5
5368,16.0
5369,18.25
5370,21.0
5371,5.75
5372,0.0
5373,15.5
5374,32.0
5375,12.75
5376,35.0
5377,17.0
5378,1.5
5379,24.25
5380,30.0
5381,15.5
5382,7.75
5383,58.25
5384,31.25
5385,42.0
5386,38.75
5387,42.5
5388,29.75
5389,7.25
5390,23.5
5391,35.0
5392,42.25
5393,2.0
5394,30.75
5395,41.0
5396,28.0
5397,13.75
5398,12.75
5399,7.0
5400,9.5
5401,2.0
5402,16.75
5403,15.75
5404,18.75
5405,3.5
5406,8.0
5407,-0.25
5408,11.5
5409,37.0
5410,6.5
5411,8.75
5412,5.5
5413,22.5
5414,20.0
5415,46.5
5416,48.75
5417,19.25
5418,0.0
5419,4.75
5420,17.0
5421,34.75
5422,24.5
5423,19.5
5424,40.5
5425,12.75
5426,3.5
5427,5.0
5428,8.5
5429,29.75
5430,38.5
5431,41.0
5432,26.5
5433,41.0
5434,28.25
5435,22.0
5436,20.5
5437,31.75
5438,25.5
5439,43.25
5440,52.0
5441,20.0
5442,16.5
5443,21.5
5444,47.75
5445,27.25
5446,18.5
5447,14.5
5448,16.75
5449,15.75
5450,23.5
5451,9.25
5452,25.5
5453,21.75
5454,20.0
5455,10.25
5456,15.5
5457,12.5
5458,-0.5
5459,49.0
5460,18.25
5461,13.25
5462,5.75
5463,31.75
5464,46.75
5465,27.25
5466,9.25
5467,17.0
5468,31.25
5469,41.25
5470,29.75
5471,5.0
5472,47.0
5473,25.0
5474,29.25
5475,7.5
5476,22.25
5477,6.0
5478,15.5
5479,22.75
5480,51.25
5481,36.25
5482,51.0
5483,12.5
5484,13.75
5485,21.75
5486,23.25
5487,19.75
5488,4.75
5489,28.5
5490,13.25
5491,46.75
5492,3.5
5493,4.25
5494,56.5
5495,8.75
5496,73.0
5497,24.75
5498,15.0
5499,34.0
5500,25.25
5501,16.75
5502,20.5
5503,12.0
5504,24.5
5505,39.75
5506,21.5
5507,15.5
5508,33.5
5509,13.0
5510,25.5
5511,29.0
5512,37.0
5513,12.5
5514,12.25
5515,34.5
5516,3.0
5517,35.0
5518,3.25
5519,24.75
5520,44.25
5521,56.5
5522,31.25
5523,23.75
5524,18.25
5525,74.0
5526,10.0
5527,37.75
5528,37.25
5529,25.75
5530,15.5
5531,26.0
5532,23.0
5533,5.75
5534,7.0
5535,30.0
5536,15.25
5537,18.75
5538,47.0
5539,37.25
5540,19.0
5541,22.5
5542,42.75
5543,3.5
5544,0.0
5545,13.75
5546,3.5
5547,0.75
5548,16.75
5549,18.0
5550,33.5
5551,7.75
5552,35.5
5553,0.0
5554,22.75
5555,57.75
5556,7.0
5557,17.5
5558,29.25
5559,9.75
5560,35.25
5561,26.0
5562,25.25
5563,27.25
5564,9.75
5565,38.5
5566,14.75
5567,14.75
5568,12.75
5569,2.5
5570,19.0
5571,32.75
5572,-0.5
5573,26.75
5574,34.75
5575,9.25
5576,29.5
5577,32.5
5578,47.75
5579,44.5
5580,21.75
5581,25.25
5582,11.75
5583,22.75
5584,47.0
5585,11.75
5586,49.5
5587,9.5
5588,36.0
5589,20.5
5590,20.5
5591,9.5
5592,21.75
5593,39.0
5594,41.0
5595,13.0
5596,4.5
5597,24.0
5598,22.25
5599,22.0
5600,67.0
5601,7.5
5602,2.25
5603,6.75
5604,16.0
5605,14.75
5606,-1.0
5607,24.75
5608,0.75
5609,34.0
5610,20.5
5611,9.25
5612,21.0
5613,23.5
5614,17.25
5615,29.25
5616,0.0
5617,29.0
5618,17.0
5619,26.0
5620,36.5
5621,43.25
5622,10.25
5623,15.5
5624,15.0
5625,35.25
5626,11.25
5627,23.5
5628,19.25
5629,24.25
5630,19.25
5631,14.5
5632,11.75
5633,4.75
5634,7.0
5635,17.25
5636,32.75
5637,14.5
5638,26.0
5639,17.5
5640,22.0
5641,22.75
5642,20.0
5643,15.75
5644,34.5
5645,14.25
5646,69.0
5647,34.25
5648,1.25
5649,8.0
5650,11.75
5651,7.75
5652,43.0
5653,15.5
5654,5.0
5655,19.25
5656,24.0
5657,62.25
5658,21.5
5659,4.75
5660,10.25
5661,50.0
5662,43.75
5663,1.5
5664,7.25
5665,54.25
5666,20.5
5667,2.5
5668,26.25
5669,4.5
5670,26.0
5671,5.75
5672,1.5
5673,19.75
5674,14.0
5675,23.0
5676,0.0
5677,21.5
5678,18.0
5679,1.25
5680,29.75
5681,16.25
5682,25.0
5683,21.75
5684,7.25
5685,29.75
5686,16.75
5687,16.5
5688,35.0
5689,3.5
5690,31.0
5691,28.75
5692,37.75
5693,21.25
5694,7.0
5695,29.0
5696,22.0
5697,29.5
5698,11.75
5699,-0.5
5700,11.5
5701,19.75
5702,3.5
5703,37.75
5704,36.75
5705,0.0
5706,11.5
5707,14.75
5708,43.25
5709,32.5
5710,3.0
5711,17.25
5712,14.75
5713,22.25
5714,23.25
5715,19.0
5716,7.25
5717,22.0
5718,26.75
5719,6.0
5720,17.25
5721,11.0
5722,31.75
5723,9.25
5724,32.75
5725,31.75
5726,13.75
5727,39.0
5728,5.0
5729,38.0
5730,46.75
5731,41.0
5732,4.0
5733,37.25
5734,9.75
5735,39.0
5736,5.75
5737,10.25
5738,20.25
5739,14.0
5740,9.25
5741,13.75
5742,27.25
5743,8.5
5744,11.75
5745,42.0
5746,14.25
5747,31.0
5748,1.25
5749,43.75
5750,30.5
5751,11.25
5752,1.5
5753,28.0
5754,25.5
5755,55.25
5756,38.25
5757,14.0
5758,17.5
5759,8.75
5760,26.5
5761,34.0
5762,11.25
5763,18.75
5764,27.25
5765,32.0
5766,12.5
5767,43.0
5768,9.25
5769,9.0
5770,32.5
5771,0.0
5772,6.0
5773,28.75
5774,14.5
5775,35.5
5776,11.75
5777,17.25
5778,3.0
5779,3.25
5780,33.5
5781,42.0
5782,49.25
5783,37.5
5784,8.75
5785,29.75
5786,18.5
5787,27.25
5788,75.0
5789,18.0
5790,29.75
5791,26.25
5792,16.0
5793,30.75
5794,40.5
5795,17.5
5796,20.5
5797,29.25
5798,0.0
5799,44.0
5800,10.25
5801,37.5
5802,0.0
5803,14.0
5804,44.5
5805,12.75
5806,12.0
5807,26.0
5808,6.0
5809,19.5
5810,32.75
5811,20.25
5812,0.0
5813,15.0
5814,21.5
5815,10.5
5816,14.75
5817,44.75
5818,14.75
5819,32.0
5820,5.5
5821,1.25
5822,33.5
5823,26.25
5824,22.75
5825,39.25
5826,33.25
5827,8.75
5828,20.75
5829,0.0
5830,36.25
5831,25.75
5832,27.75
5833,15.5
5834,19.25
5835,17.75
5836,15.0
5837,42.5
5838,45.5
5839,28.0
5840,27.75
5841,23.25
5842,16.25
5843,36.75
5844,34.75
5845,6.0
5846,40.75
5847,38.75
5848,38.75
5849,8.0
5850,16.25
5851,1.25
5852,46.5
5853,34.75
5854,29.75
5855,14.25
5856,23.75
5857,15.0
5858,3.25
5859,27.75
5860,24.75
5861,32.5
5862,35.25
5863,38.5
5864,11.0
5865,27.5
5866,16.0
5867,16.75
5868,45.25
5869,21.25
5870,35.75
5871,21.25
5872,25.75
5873,7.25
5874,57.0
5875,22.0
5876,6.75
5877,9.0
5878,43.5
5879,17.75
5880,22.25
5881,1.25
5882,2.75
5883,26.5
5884,19.0
5885,40.25
5886,35.5
5887,25.75
5888,32.75
5889,20.5
5890,1.25
5891,33.75
5892,53.75
5893,25.0
5894,55.5
5895,37.25
5896,15.5
5897,11.5
5898,25.5
5899,23.0
5900,34.25
5901,47.75
5902,68.0
5903,1.25
5904,13.5
5905,3.25
5906,12.25
5907,35.0
5908,2.0
5909,16.5
5910,10.25
5911,9.25
5912,23.75
5913,19.0
5914,33.25
5915,47.0
5916,4.0
5917,13.5
5918,76.0
5919,28.5
5920,35.25
5921,19.0
5922,10.75
5923,11.5
5924,14.0
5925,28.75
5926,21.0
5927,13.25
5928,27.75
5929,11.75
5930,1.25
5931,20.25
5932,45.0
5933,9.0
5934,10.0
5935,58.25
5936,20.0
5937,44.0
5938,26.5
5939,2.25
5940,55.25
5941,5.0
5942,26.25
5943,30.0
5944,59.5
5945,16.25
5946,14.75
5947,2.75
5948,38.25
5949,17.75
5950,36.5
5951,7.0
5952,10.5
5953,22.75
5954,30.0
5955,16.5
5956,2.75
5957,52.25
5958,10.5
5959,10.25
5960,-0.5
5961,25.5
5962,12.0
5963,35.25
5964,25.75
5965,39.25
5966,3.5
5967,25.5
5968,31.75
5969,2.0
5970,25.25
5971,31.75
5972,33.5
5973,19.5
5974,12.0
5975,2.75
5976,27.25
5977,20.25
5978,14.75
5979,19.0
5980,43.5
5981,24.5
5982,21.5
5983,14.25
5984,31.25
5985,30.75
5986,3.25
5987,20.75
5988,42.0
5989,22.0
5990,32.25
5991,28.0
5992,19.0
5993,6.0
5994,15.0
5995,49.0
5996,51.25
5997,4.0
5998,12.75
5999,8.25
6000,36.0
6001,7.25
6002,28.25
6003,21.25
6004,26.0
6005,16.5
6006,23.25
6007,70.5
6008,29.5
6009,31.75
6010,19.75
6011,15.25
6012,14.5
6013,17.75
6014,25.25
6015,28.0
6016,8.75
6017,11.25
6018,17.5
6019,20.0
6020,27.25
6021,25.5
6022,16.5
6023,10.75
6024,0.75
6025,58.5
6026,18.5
6027,14.5
6028,56.75
6029,22.0
6030,19.0
6031,1.25
6032,11.75
6033,2.25
6034,21.75
6035,53.5
6036,13.25
6037,74.0
6038,31.5
6039,-0.5
6040,17.5
6041,9.5
6042,9.75
6043,5.25
6044,21.5
6045,9.5
6046,42.0
6047,14.25
6048,14.75
6049,4.75
6050,26.25
6051,43.5
6052,2.0
6053,22.0
6054,13.25
6055,10.0
6056,38.0
6057,20.75
6058,17.25
6059,78.75
6060,5.5
6061,33.75
6062,41.25
6063,13.75
6064,34.25
6065,44.75
6066,17.0
6067,16.5
6068,10.5
6069,34.75
6070,10.5
6071,11.0
6072,40.5
6073,0.0
6074,6.25
6075,16.5
6076,5.0
6077,33.25
6078,13.75
6079,32.75
6080,6.0
6081,26.25
6082,1.25
6083,45.5
6084,42.0
6085,11.0
6086,44.0
6087,3.0
6088,-0.5
6089,15.75
6090,9.75
6091,24.25
6092,32.75
6093,7.25
6094,50.0
6095,26.75
6096,20.0
6097,20.25
6098,37.0
6099,23.75
6100,20.75
6101,40.0
6102,27.75
6103,32.5
6104,24.5
6105,10.25
6106,10.0
6107,23.75
6108,11.25
6109,33.25
6110,8.25
6111,21.25
6112,6.25
6113,27.5
6114,63.25
6115,17.0
6116,13.0
6117,46.25
6118,36.5
6119,20.5
6120,13.75
6121,66.75
6122,6.75
6123,16.0
6124,45.0
6125,24.0
6126,27.25
6127,11.75
6128,11.25
6129,5.0
6130,29.0
6131,30.0
6132,55.0
6133,6.0
6134,41.25
6135,28.5
6136,16.0
6137,1.5
6138,17.25
6139,7.25
6140,9.25
6141,18.0
6142,14.5
6143,8.25
6144,13.5
6145,9.0
6146,23.25
6147,22.5
6148,9.75
6149,21.75
6150,9.25
6151,4.25
6152,42.25
6153,11.25
6154,30.0
6155,11.0
6156,17.25
6157,21.75
6158,8.5
6159,23.0
6160,29.5
6161,0.0
6162,22.25
6163,41.25
6164,35.0
6165,20.5
6166,12.25
6167,9.0
6168,4.75
6169,58.25
6170,16.75
6171,36.5
6172,47.75
6173,12.0
6174,6.75
6175,25.75
6176,5.75
6177,9.5
6178,7.25
6179,20.5
6180,5.5
6181,25.75
6182,21.25
6183,40.75
6184,31.0
6185,1.0
6186,52.75
6187,16.25
6188,18.0
6189,2.0
6190,26.25
6191,13.75
6192,3.5
6193,26.75
6194,3.5
6195,0.0
6196,1.5
6197,13.75
6198,0.0
6199,13.5
6200,53.25
6201,55.25
6202,17.75
6203,32.75
6204,42.5
6205,65.0
6206,16.5
6207,6.5
6208,10.0
6209,40.0
6210,33.75
6211,34.0
6212,15.5
6213,19.75
6214,39.75
6215,49.0
6216,42.75
6217,10.0
6218,22.75
6219,6.0
6220,5.75
6221,7.0
6222,0.0
6223,0.75
6224,57.75
6225,33.25
6226,21.0
6227,24.5
6228,8.0
6229,12.25
6230,23.5
6231,28.5
6232,19.0
6233,27.0
6234,30.5
6235,14.5
6236,16.0
6237,0.0
6238,6.75
6239,20.75
6240,11.75
6241,20.5
6242,10.0
6243,29.0
6244,46.0
6245,19.75
6246,39.75
6247,22.75
6248,33.25
6249,4.0
6250,0.0
6251,17.5
6252,23.0
6253,44.75
6254,52.75
6255,7.5
6256,2.75
6257,39.5
6258,29.0
6259,12.75
6260,41.0
6261,50.0
6262,44.5
6263,25.0
6264,20.75
6265,52.25
6266,9.5
6267,50.25
6268,32.75
6269,20.25
6270,54.5
6271,36.5
6272,5.0
6273,3.25
6274,44.25
6275,11.5
6276,19.25
6277,55.0
6278,4.25
6279,35.75
6280,11.25
6281,30.0
6282,34.5
6283,14.25
6284,16.0
6285,2.75
6286,41.75
6287,13.5
6288,6.0
6289,4.5
6290,6.0
6291,1.25
6292,37.5
6293,45.5
6294,16.75
6295,42.75
6296,40.25
6297,10.0
6298,2.25
6299,32.0
6300,21.0
6301,1.5
6302,43.75
6303,19.25
6304,3.5
6305,5.5
6306,33.5
6307,16.0
6308,32.0
6309,41.25
6310,20.0
6311,21.75
6312,40.5
6313,31.0
6314,17.75
6315,20.0
6316,43.75
6317,3.25
6318,12.5
6319,18.5
6320,20.5
6321,19.5
6322,61.5
6323,14.25
6324,40.0
6325,26.0
6326,19.25
6327,4.25
6328,35.75
6329,17.5
6330,30.75
6331,30.25
6332,41.0
6333,8.0
6334,35.25
6335,17.5
6336,40.25
6337,21.0
6338,33.75
6339,12.0
6340,29.5
6341,4.25
6342,41.25
6343,21.25
6344,10.0
6345,10.75
6346,36.0
6347,24.5
6348,23.25
6349,21.75
6350,23.0
6351,28.5
6352,26.5
6353,8.25
6354,10.75
6355,17.25
6356,4.5
6357,37.25
6358,16.25
6359,16.0
6360,26.25
6361,30.75
6362,1.25
6363,14.0
6364,34.25
6365,8.75
6366,15.0
6367,19.25
6368,16.0
6369,21.5
6370,24.0
6371,24.75
6372,17.5
6373,61.75
6374,28.25
6375,13.25
6376,16.25
6377,7.25
6378,26.0
6379,3.25
6380,11.5
6381,34.25
6382,25.0
6383,33.5
6384,16.75
6385,19.0
6386,43.0
6387,8.75
6388,24.0
6389,34.25
6390,21.0
6391,2.5
6392,47.25
6393,19.0
6394,25.0
6395,24.0
6396,42.5
6397,14.5
6398,20.25
6399,10.0
6400,32.25
6401,9.25
6402,27.0
6403,9.5
6404,19.25
6405,4.5
6406,17.5
6407,16.5
6408,17.25
6409,40.25
6410,24.25
6411,37.75
6412,4.5
6413,2.0
6414,18.75
6415,24.75
6416,50.25
6417,24.5
6418,0.0
6419,8.5
6420,24.5
6421,39.25
6422,23.75
6423,10.0
6424,30.5
6425,24.0
6426,17.5
6427,22.25
6428,6.5
6429,15.25
6430,1.5
6431,35.5
6432,22.0
6433,39.25
6434,25.75
6435,53.25
6436,13.5
6437,26.5
6438,18.0
6439,27.75
6440,26.75
6441,16.0
6442,7.0
6443,1.5
6444,7.0
6445,36.0
6446,42.5
6447,39.5
6448,1.25
6449,0.0
6450,10.25
6451,13.25
6452,17.75
6453,31.0
6454,7.25
6455,12.0
6456,32.0
6457,7.75
6458,27.5
6459,7.0
6460,6.25
6461,15.0
6462,24.25
6463,61.25
6464,6.75
6465,48.75
6466,13.0
6467,14.0
6468,15.5
6469,40.75
6470,57.0
6471,27.25
6472,61.25
6473,48.75
6474,38.0
6475,47.75
6476,8.5
6477,13.0
6478,17.25
6479,11.5
6480,29.5
6481,39.5
6482,0.0
6483,15.0
6484,32.75
6485,5.5
6486,4.0
6487,2.75
6488,1.25
6489,52.0
6490,13.5
6491,24.25
6492,4.5
6493,15.75
6494,7.75
6495,36.0
6496,11.0
6497,3.25
6498,34.75
6499,39.75
6500,26.25
6501,9.25
6502,28.75
6503,10.25
6504,23.0
6505,30.25
6506,14.5
6507,0.0
6508,40.5
6509,40.25
6510,25.0
6511,42.5
6512,31.5
6513,4.0
6514,6.75
6515,26.75
6516,22.25
6517,33.75
6518,14.75
6519,21.25
6520,21.75
6521,8.0
6522,42.25
6523,0.0
6524,33.5
6525,2.25
6526,36.25
6527,27.0
6528,18.25
6529,13.5
6530,32.25
6531,22.25
6532,7.75
6533,23.25
6534,16.75
6535,4.5
6536,-0.5
6537,22.0
6538,0.25
6539,10.0
6540,25.0
6541,57.75
6542,24.5
6543,14.25
6544,10.25
6545,26.5
6546,30.5
6547,23.25
6548,51.25
6549,15.75
6550,11.0
6551,0.0
6552,12.25
6553,30.0
6554,37.75
6555,19.0
6556,43.25
6557,8.5
6558,30.25
6559,45.5
6560,16.25
6561,20.0
6562,28.75
6563,19.5
6564,43.0
6565,19.5
6566,26.25
6567,9.75
6568,26.0
6569,15.0
6570,5.0
6571,1.5
6572,11.0
6573,13.0
6574,21.5
6575,55.5
6576,23.0
6577,47.25
6578,28.5
6579,21.25
6580,28.75
6581,17.75
6582,1.5
6583,12.0
6584,40.5
6585,18.25
6586,30.5
6587,5.5
6588,25.5
6589,12.0
6590,-0.5
6591,29.25
6592,20.25
6593,26.0
6594,42.25
6595,10.25
6596,22.75
6597,34.0
6598,21.5
6599,2.25
